date, pm25, pm10, o3, no2, so2, co, psi
2019/6/25, 66, 33, 3, , 6, 27, 
2019/6/26, 58, 33, 6, , 11, 4, 
2019/6/27, 62, 28, 5, , 6, 4, 
2019/6/28, 47, 33, 7, , 5, 5, 
2019/6/29, 68, 33, 5, , 7, 10, 
2019/6/30, 50, 28, 8, , 5, 36, 
2019/1/1, 35, 25, 37, , 2, 6, 
2019/1/2, 57, 34, 34, , 2, 7, 
2019/1/3, 68, 32, 30, , 2, 5, 
2019/1/4, 55, 38, 34, , 3, 7, 
2019/1/5, 84, 33, 22, , 2, 8, 
2019/1/6, 50, 30, 17, , 1, 27, 
2019/1/7, 45, 28, 13, , , 5, 
2019/1/8, 46, 31, 17, , 1, 5, 
2019/1/9, 49, 29, 17, , 1, 3, 
2019/1/10, 45, 26, 19, , 1, 3, 
2019/1/11, 42, 27, 22, , 1, 4, 
2019/1/12, 45, 27, 18, , 1, , 
2019/1/13, 47, 31, 14, , 1, 18, 
2019/1/14, 55, 31, 21, , 1, 4, 
2019/1/15, 50, 28, 19, , 3, 4, 
2019/1/16, 45, 22, 12, , 1, 4, 
2019/1/17, 30, 18, 9, , 1, 4, 
2019/1/18, 34, 30, 15, , 2, 5, 
2019/1/19, 47, 32, 17, , 1, , 
2019/1/20, 50, 31, 15, , , 45, 
2019/1/21, 44, 27, 15, , 1, 4, 
2019/1/22, 39, 28, 25, , 1, 25, 
2019/1/23, 48, 42, 28, , 1, 7, 
2019/1/24, 67, 44, 26, , 1, 6, 
2019/1/25, 64, 39, 26, , 1, 5, 
2019/1/26, 60, 35, 21, , , 4, 
2019/1/27, 52, 28, 15, , , 4, 
2019/1/28, 47, 31, 18, , 1, 29, 
2019/1/29, 50, 32, 19, , 1, 4, 
2019/1/30, 51, 30, 20, , 1, 4, 
2019/1/31, 49, 33, 17, , 1, 4, 
2019/2/1, 49, 30, 20, , 2, 4, 
2019/2/2, 45, 26, 19, , 3, 4, 
2019/2/3, 49, 28, 19, , 4, 5, 
2019/2/4, 52, 28, 19, , 4, 8, 
2019/2/5, 47, 25, 24, , 3, 4, 
2019/2/6, 47, 27, 20, , 3, 8, 
2019/2/7, 51, 27, 18, , 2, 4, 
2019/2/8, 52, 28, 17, , 2, 4, 
2019/2/9, 53, 28, 17, , 3, 4, 
2019/2/10, 47, 25, 22, , 1, 4, 
2019/2/11, 46, 26, 20, , 1, 4, 
2019/2/12, 47, 29, 15, , 1, 17, 
2019/2/13, 48, 30, 17, , 1, 3, 
2019/2/14, 51, 36, 16, , 2, 16, 
2019/2/15, 56, 32, 21, , 2, 4, 
2019/2/16, 51, 30, 19, , 2, 9, 
2019/2/17, 51, 29, 21, , 3, 5, 
2019/2/18, 56, 27, 16, , 4, 17, 
2019/2/19, 49, 26, 15, , 3, 24, 
2019/2/20, 51, 28, 18, , 2, 21, 
2019/2/21, 54, 31, 19, , 1, 5, 
2019/2/22, 55, 31, 22, , 2, , 
2019/2/23, 53, 31, 32, , 2, 45, 
2019/2/24, 55, 29, 22, , 2, , 
2019/2/25, 51, 29, 16, , 1, , 
2019/2/26, 52, 31, 18, , 1, 45, 
2019/2/27, 50, 36, 16, , 1, 10, 
2019/2/28, 60, 37, 21, , 2, 4, 
2019/3/1, 61, 33, 29, , 2, 5, 
2019/3/2, 54, 32, 31, , 16, 6, 
2019/3/3, 60, 32, 30, , 15, 5, 
2019/3/4, 63, 35, 35, , 5, 5, 
2019/3/5, 73, 40, 19, , 8, 4, 
2019/3/6, 62, 30, 20, , 2, 4, 
2019/3/7, 61, 34, 21, , 4, 5, 
2019/3/8, 74, 33, 26, , 3, 5, 
2019/3/9, 58, 26, 15, , 3, 4, 
2019/3/10, 46, 25, 14, , 5, 6, 
2019/3/11, 52, 32, 17, , 3, 8, 
2019/3/12, 60, 30, 20, , 4, 6, 
2019/3/13, 64, 32, 22, , 2, 5, 
2019/3/14, 54, 34, 24, , 1, 5, 
2019/3/15, 60, 31, 26, , 2, 5, 
2019/3/16, 58, 31, 36, , 2, , 
2019/3/17, 62, 38, 27, , 2, 6, 
2019/3/18, 71, 39, 21, , 2, 6, 
2019/3/19, 67, 37, 20, , 1, 7, 
2019/3/20, 65, 33, 30, , 2, 5, 
2019/3/21, 53, 34, 28, , 2, 6, 
2019/3/22, 76, 47, 26, , 3, 4, 
2019/3/23, 85, 34, 22, , 2, 4, 
2019/3/24, 58, 39, 12, , 1, 6, 
2019/3/25, 75, 30, 14, , 1, 4, 
2019/3/26, 52, 30, 16, , 1, 4, 
2019/3/27, 57, 42, 11, , 2, 5, 
2019/3/28, 78, 35, 17, , 6, 6, 
2019/3/29, 66, 33, 17, , 8, 5, 
2019/3/30, 72, 44, 20, , 16, 6, 
2019/3/31, 89, 34, 12, , 11, 5, 
2018/10/1, 69, 37, 25, , 8, 4, 
2018/10/2, 63, 39, 16, , 9, 6, 
2018/10/3, 77, 39, 22, , 7, 5, 
2018/10/4, 69, 41, 23, , 10, 5, 
2018/10/5, 79, 43, 16, , 9, 5, 
2018/10/6, 72, 31, 12, , 6, 6, 
2018/10/7, 57, 27, 14, , 5, 6, 
2018/10/8, 56, 32, 7, , 13, 7, 
2018/10/9, 74, 33, 11, , 13, 7, 
2018/10/10, 61, 28, 13, , 16, 7, 
2018/10/11, 51, 22, 6, , 7, 5, 
2018/10/12, 37, 22, 7, , 13, 5, 
2018/10/13, 50, 29, 6, , 14, 6, 
2018/10/14, 55, 27, 17, , 15, 6, 
2018/10/15, 59, 35, 14, , 10, 6, 
2018/10/16, 77, 34, 10, , 13, 6, 
2018/10/17, 72, 30, 9, , 12, 5, 
2018/10/18, 49, 26, 15, , 17, 5, 
2018/10/19, 55, 28, 19, , 14, 4, 
2018/10/20, 57, 33, 21, , 10, 4, 
2018/10/21, 76, 37, 19, , 9, 5, 
2018/10/22, 64, 26, 11, , 8, 5, 
2018/10/23, 52, 29, 15, , 9, 5, 
2018/10/24, 54, 35, 16, , 8, 6, 
2018/10/25, 84, 48, 32, , 11, 7, 
2018/10/26, 101, 41, 21, , 10, 6, 
2018/10/27, 72, 32, 23, , 7, 6, 
2018/10/28, 63, 27, 17, , 4, 6, 
2018/10/29, 54, 30, 14, , 3, 7, 
2018/10/30, 54, 28, 18, , 3, 6, 
2018/10/31, 42, 27, 14, , 2, 5, 
2018/11/1, 53, 30, 20, , 2, 4, 
2018/11/2, 44, 29, 13, , 12, 7, 
2018/11/3, 62, 32, 20, , 12, 7, 
2018/11/4, 43, 26, 14, , 7, 7, 
2018/11/5, 48, 26, 15, , 9, 7, 
2018/11/6, 48, 21, 16, , 6, 6, 
2018/11/7, 38, 23, 19, , 7, 5, 
2018/11/8, 34, 27, 9, , 9, 5, 
2018/11/9, 72, 38, 29, , 16, 7, 
2018/11/10, 73, 29, 18, , 8, 5, 
2018/11/11, 42, 22, 31, , 5, 6, 
2018/11/12, 48, 24, 13, , 9, 6, 
2018/11/13, 37, 28, 10, , 14, 5, 
2018/11/14, 53, 27, 8, , 14, 5, 
2018/11/15, 48, 32, 14, , 13, 7, 
2018/11/16, 65, 30, 16, , 11, 5, 
2018/11/17, 47, 26, 16, , 11, 6, 
2018/11/18, 52, 24, 14, , 13, 5, 
2018/11/19, 42, 28, 11, , 16, 7, 
2018/11/20, 56, 28, 18, , 19, 4, 
2018/11/21, 41, 23, 14, , 6, 5, 
2018/11/22, 44, 26, 15, , 4, 5, 
2018/11/23, 51, 26, 21, , 4, 5, 
2018/11/24, 44, 28, 11, , 7, 5, 
2018/11/25, 58, 28, 14, , 15, , 
2018/11/26, 51, 28, 10, , 16, 5, 
2018/11/27, 46, 28, 16, , 14, 5, 
2018/11/28, 54, 28, 12, , 4, 5, 
2018/11/29, 50, 25, 10, , 3, 6, 
2018/11/30, 42, 22, 14, , 2, 5, 
2018/12/1, 35, 19, 14, , 1, 5, 
2018/12/2, 31, 19, 7, , 2, 6, 
2018/12/3, 39, 26, 21, , 4, 6, 
2018/12/4, 47, 23, 14, , 4, 5, 
2018/12/5, 43, 25, 9, , 3, 7, 
2018/12/6, 53, 27, 13, , 6, 6, 
2018/12/7, 58, 27, 10, , 9, 5, 
2018/12/8, 42, 25, 19, , 5, 6, 
2018/12/9, 49, 22, 11, , 3, 4, 
2018/12/10, 42, 23, 6, , 5, 5, 
2018/12/11, 41, 22, 10, , 5, 5, 
2018/12/12, 43, 23, 6, , 4, 5, 
2018/12/13, 38, 21, 16, , 4, 4, 
2018/12/14, 34, 24, 18, , 3, 4, 
2018/12/15, 47, 23, 22, , 5, 4, 
2018/12/16, 35, 23, 21, , 8, 5, 
2018/12/17, 44, 25, 21, , 9, 4, 
2018/12/18, 44, 28, 27, , 6, 4, 
2018/12/19, 63, 29, 23, , 6, 5, 
2018/12/20, 42, 23, 15, , 5, 4, 
2018/12/21, 39, 28, 22, , 3, 5, 
2018/12/22, 59, 38, 42, , 3, 6, 
2018/12/23, 85, 42, 36, , 7, 6, 
2018/12/24, 84, 36, 32, , 8, 5, 
2018/12/25, 59, 28, 26, , 5, 5, 
2018/12/26, 49, 23, 25, , 4, 5, 
2018/12/27, 50, 27, 30, , 3, 6, 
2018/12/28, 59, 29, 27, , 4, 6, 
2018/12/29, 60, 30, 27, , 4, 5, 
2018/12/30, 58, , , , , , 
2018/7/1, 37, 20, 7, , 6, 4, 
2018/7/2, 34, 24, 7, , 6, 4, 
2018/7/3, 39, 30, 14, , 7, 4, 
2018/7/4, 51, 33, 19, , 6, 4, 
2018/7/5, 62, 43, 19, , 4, 5, 
2018/7/6, 72, 44, 21, , 4, 5, 
2018/7/7, 61, 43, 15, , 4, 5, 
2018/7/8, 53, 34, 12, , 3, , 
2018/7/9, 51, 32, 8, , 7, 7, 
2018/7/10, 48, 28, 11, , 11, 4, 
2018/7/11, 47, 32, 19, , 8, 32, 
2018/7/12, 61, 45, 20, , 6, 4, 
2018/7/13, 88, 55, 19, , 5, 4, 
2018/7/14, 91, 56, 20, , 4, 4, 
2018/7/15, 80, 51, 22, , 5, , 
2018/7/16, 84, 50, 18, , 5, 4, 
2018/7/17, 76, 49, 20, , 4, 5, 
2018/7/18, 84, 50, 17, , 4, 5, 
2018/7/19, 81, 49, 17, , 3, 5, 
2018/7/20, 76, 45, 8, , 8, 5, 
2018/7/21, 64, 37, 15, , 9, 5, 
2018/7/22, 54, 41, 22, , 4, 5, 
2018/7/23, 73, 47, 19, , 6, 5, 
2018/7/24, 76, 44, 8, , 6, 5, 
2018/7/25, 61, 36, 18, , 14, 5, 
2018/7/26, 56, 40, 18, , 10, 5, 
2018/7/27, 64, 51, 25, , 6, 6, 
2018/7/28, 91, 52, 25, , 6, 6, 
2018/7/29, 77, 43, 12, , 8, 6, 
2018/7/30, 61, 43, 12, , 11, 5, 
2018/7/31, 84, 38, 6, , 11, 5, 
2018/8/1, 56, 28, 12, , 9, 4, 
2018/8/2, 38, 30, 20, , 7, 5, 
2018/8/3, 61, 35, 21, , 6, 5, 
2018/8/4, 68, 37, 22, , 6, 5, 
2018/8/5, 63, 37, 19, , 5, 5, 
2018/8/6, 71, 43, 20, , 5, 5, 
2018/8/7, 85, 39, 14, , 8, 13, 
2018/8/8, 57, 35, 16, , 7, 4, 
2018/8/9, 72, 36, 18, , 5, 4, 
2018/8/10, 66, 39, 22, , 5, 17, 
2018/8/11, 76, 39, 23, , 5, 5, 
2018/8/12, 74, 42, 19, , 5, 5, 
2018/8/13, 73, 38, 20, , 4, 27, 
2018/8/14, 62, 39, 22, , 3, 4, 
2018/8/15, 72, 48, 21, , 6, 5, 
2018/8/16, 86, 42, 15, , 5, 6, 
2018/8/17, 66, 42, 27, , 5, 5, 
2018/8/18, 75, 49, 28, , 5, 5, 
2018/8/19, 84, 44, 24, , 6, , 
2018/8/20, 67, 39, 21, , 6, 5, 
2018/8/21, 65, 38, 10, , 5, 9, 
2018/8/22, 65, 35, 10, , 12, 5, 
2018/8/23, 60, 32, 10, , 10, 5, 
2018/8/24, 59, 30, 13, , 8, 7, 
2018/8/25, 49, 23, 21, , 7, 4, 
2018/8/26, 39, 33, 21, , 5, 5, 
2018/8/27, 68, 41, 15, , 6, 6, 
2018/8/28, 75, 38, 14, , 9, 6, 
2018/8/29, 56, 29, 13, , 10, 5, 
2018/8/30, 54, 30, 13, , 9, 5, 
2018/8/31, 43, 28, 23, , 10, 6, 
2018/9/1, 52, 32, 8, , 8, 6, 
2018/9/2, 53, 31, 14, , 14, 5, 
2018/9/3, 47, 30, 6, , 9, 8, 
2018/9/4, 54, 32, 9, , 14, 6, 
2018/9/5, 60, 33, 19, , 10, 4, 
2018/9/6, 73, 44, 7, , 6, 5, 
2018/9/7, 78, 38, 10, , 9, 6, 
2018/9/8, 59, 29, 12, , 11, 5, 
2018/9/9, 51, 28, 12, , 7, 6, 
2018/9/10, 62, 37, 8, , 7, 7, 
2018/9/11, 65, 27, 11, , 10, 9, 
2018/9/12, 43, 30, 19, , 6, 4, 
2018/9/13, 59, 39, 23, , 8, 5, 
2018/9/14, 76, 42, 23, , 8, 5, 
2018/9/15, 77, 43, 25, , 6, 5, 
2018/9/16, 73, 41, 24, , 5, 4, 
2018/9/17, 65, 35, 15, , 5, 13, 
2018/9/18, 59, 36, 21, , 6, 5, 
2018/9/19, 66, 41, 18, , 6, 7, 
2018/9/20, 73, 29, 10, , 7, 5, 
2018/9/21, 47, 24, 13, , 11, 4, 
2018/9/22, 35, 24, 19, , 10, 5, 
2018/9/23, 48, 37, 26, , 8, 21, 
2018/9/24, 70, 41, 24, , 8, , 
2018/9/25, 61, 38, 18, , 8, , 
2018/9/26, 66, 39, 19, , 10, 4, 
2018/9/27, 60, 39, 21, , 8, 4, 
2018/9/28, 67, 45, 28, , 10, 5, 
2018/9/29, 76, 41, 25, , 8, , 
2018/9/30, 69, 38, 24, , 6, 4, 
2018/4/1, 79, 51, 25, , 3, 7, 
2018/4/2, 83, 47, 34, , 3, 5, 
2018/4/3, 80, 47, 27, , 4, , 
2018/4/4, 79, 41, 23, , 6, 4, 
2018/4/5, 66, 39, 20, , 5, 5, 
2018/4/6, 68, 40, 18, , 4, 5, 
2018/4/7, 67, 38, 21, , 3, 5, 
2018/4/8, 63, 37, 22, , 3, , 
2018/4/9, 55, 39, 19, , 4, 5, 
2018/4/10, 59, 35, 16, , 5, 6, 
2018/4/11, 54, 34, 19, , 4, 5, 
2018/4/12, 58, 33, 17, , 2, 5, 
2018/4/13, 47, 30, 12, , 2, 5, 
2018/4/14, 49, 36, 24, , 7, 8, 
2018/4/15, 61, 27, 7, , 3, 6, 
2018/4/16, 36, 27, 19, , 3, 7, 
2018/4/17, 54, 30, 19, , 3, 4, 
2018/4/18, 46, 28, 14, , 2, 4, 
2018/4/19, 54, 33, 13, , 3, 4, 
2018/4/20, 55, 30, 12, , 3, 5, 
2018/4/21, 50, 34, 19, , 3, 6, 
2018/4/22, 60, 31, 15, , 3, 5, 
2018/4/23, 55, 34, 20, , 7, 6, 
2018/4/24, 70, 35, 21, , 8, 5, 
2018/4/25, 54, 33, 26, , 7, 5, 
2018/4/26, 69, 39, 11, , 10, 6, 
2018/4/27, 67, 34, 18, , 5, 6, 
2018/4/28, 59, 28, 20, , 5, 5, 
2018/4/29, 47, 24, 15, , 7, 4, 
2018/4/30, 44, 33, 8, , 7, 6, 
2018/5/1, 57, 36, 13, , 5, 8, 
2018/5/2, 69, 40, 16, , 8, 8, 
2018/5/3, 74, 43, 19, , 10, 7, 
2018/5/4, 79, 34, 15, , 11, 6, 
2018/5/5, 60, 32, 17, , 10, 6, 
2018/5/6, 60, 36, 16, , 8, 6, 
2018/5/7, 69, 32, 18, , 7, 4, 
2018/5/8, 56, 28, 21, , 7, , 
2018/5/9, 43, 24, 15, , 8, , 
2018/5/10, 43, 27, 9, , 9, , 
2018/5/11, 43, 28, 11, , 10, 4, 
2018/5/12, 43, 22, 12, , 9, 4, 
2018/5/13, 41, 24, 13, , 11, 5, 
2018/5/14, 48, 24, 17, , 9, 6, 
2018/5/15, 39, 22, 16, , 7, 5, 
2018/5/16, 38, 31, 15, , 9, 8, 
2018/5/17, 70, 28, 12, , 12, 5, 
2018/5/18, 46, 31, 10, , 10, 8, 
2018/5/19, 78, 49, 6, , 15, 10, 
2018/5/20, 106, 44, 17, , 17, 6, 
2018/5/21, 50, 31, 10, , 12, 4, 
2018/5/22, 40, 37, 6, , 12, 6, 
2018/5/23, 81, 31, 17, , 19, 4, 
2018/5/24, 47, 29, 15, , 10, 4, 
2018/5/25, 47, 30, 8, , 6, 5, 
2018/5/26, 62, 29, 9, , 11, 5, 
2018/5/27, 51, 26, 7, , 19, 5, 
2018/5/28, 47, 26, 13, , 12, 5, 
2018/5/29, 50, 29, 10, , 16, 5, 
2018/5/30, 55, 30, 7, , 11, 6, 
2018/5/31, 57, 32, 9, , 13, 6, 
2018/6/1, 54, 29, 12, , 11, 6, 
2018/6/2, 64, 41, 26, , 14, 6, 
2018/6/3, 82, 31, 14, , 14, 5, 
2018/6/4, 45, 28, 14, , 13, 5, 
2018/6/5, 58, 34, 17, , 9, 4, 
2018/6/6, 67, 37, 20, , 9, 4, 
2018/6/7, 76, 40, 14, , 11, 4, 
2018/6/8, 72, 39, 16, , 18, 17, 
2018/6/9, 88, 41, 15, , 8, 4, 
2018/6/10, 75, 34, 16, , 5, 4, 
2018/6/11, 64, 36, 11, , 6, 4, 
2018/6/12, 65, 31, 8, , 8, 4, 
2018/6/13, 50, 25, 8, , 10, 5, 
2018/6/14, 41, 25, 4, , 11, 6, 
2018/6/15, 49, 27, 13, , 12, 5, 
2018/6/16, 51, 29, 18, , 8, 5, 
2018/6/17, 58, 28, 7, , 8, 4, 
2018/6/18, 43, 24, 9, , 12, 4, 
2018/6/19, 44, 28, 6, , 9, 5, 
2018/6/20, 50, 33, 10, , 10, 6, 
2018/6/21, 63, 39, 12, , 7, 7, 
2018/6/22, 65, 26, 6, , 9, 8, 
2018/6/23, 39, 24, 14, , 6, 5, 
2018/6/24, 46, 23, 9, , 11, 29, 
2018/6/25, 33, 24, 6, , 13, 5, 
2018/6/26, 48, 23, 5, , 9, 5, 
2018/6/27, 39, 20, 10, , 9, 5, 
2018/6/28, 30, 18, 4, , 6, 4, 
2018/6/29, 29, 18, 8, , 5, 4, 
2018/6/30, 30, 20, 6, , 6, , 
2018/1/1, 17, 11, 8, 14, 1, 5, 
2018/1/2, 26, 22, 14, 18, 2, 6, 
2018/1/3, 45, 21, 9, 15, 2, 5, 
2018/1/4, 34, 20, 7, 17, 3, 5, 
2018/1/5, 42, 24, 14, 23, 4, 6, 
2018/1/6, 59, 23, 19, 15, 6, 4, 
2018/1/7, 41, 18, 11, 21, 5, 5, 
2018/1/8, 38, 21, 17, 19, 4, 4, 
2018/1/9, 47, 18, 3, 17, 3, 5, 
2018/1/10, 36, 13, 5, 11, 2, 5, 
2018/1/11, 22, 11, 9, 10, 1, 5, 
2018/1/12, 15, 11, 10, 12, 1, 6, 
2018/1/13, 25, 16, 19, 10, , 5, 
2018/1/14, 24, 16, 15, 12, , 5, 
2018/1/15, 26, 16, 18, 12, , 4, 
2018/1/16, 39, 24, 17, 13, , 3, 
2018/1/17, 34, 26, 17, 15, , 3, 
2018/1/18, 40, 26, 17, 16, 2, 4, 
2018/1/19, 49, 27, 20, 19, 2, 5, 
2018/1/20, 45, 29, 19, 12, 4, 4, 
2018/1/21, 34, 25, 20, 12, 4, 4, 
2018/1/22, 34, 25, 10, 13, 1, 5, 
2018/1/23, 38, 21, 14, 16, 1, 5, 
2018/1/24, 34, 22, 12, 16, 3, 5, 
2018/1/25, 38, 22, 7, 17, 4, 4, 
2018/1/26, 40, 20, 18, 12, 1, 4, 
2018/1/27, 30, 20, 18, 9, 2, 4, 
2018/1/28, 38, 27, 13, 13, 1, 5, 
2018/1/29, 33, 19, 21, 13, 4, 5, 
2018/1/30, 34, 17, 27, 10, 4, 4, 
2018/1/31, 36, 22, 15, 6, 2, 5, 
2018/2/1, 38, 21, 8, 8, 1, 5, 
2018/2/2, 39, 25, 19, 5, 1, 5, 
2018/2/3, 54, 60, 26, 4, , 5, 
2018/2/4, 61, 55, 26, 5, , 4, 
2018/2/5, 60, 43, 26, 7, 1, 4, 
2018/2/6, 58, 39, 26, 11, 1, 5, 
2018/2/7, 59, 39, 30, 6, 2, , 
2018/2/8, 66, 43, 38, 7, 2, , 
2018/2/9, 90, 43, 33, 7, 2, 4, 
2018/2/10, 71, 45, 42, 4, 2, 5, 
2018/2/11, 86, 42, 34, 6, 2, 5, 
2018/2/12, 62, 42, 22, 7, 2, 4, 
2018/2/13, 55, 37, 18, 8, 2, 5, 
2018/2/14, 60, 53, 25, 6, 2, 5, 
2018/2/15, 67, 37, 31, 10, 4, 5, 
2018/2/16, 81, 34, 24, 5, 6, 6, 
2018/2/17, 66, 34, 29, 6, 2, , 
2018/2/18, 84, 36, 19, 8, 2, 4, 
2018/2/19, 63, 31, 20, 7, 2, 4, 
2018/2/20, 57, 35, 19, 5, , 3, 
2018/2/21, 55, 27, 21, 5, 2, 4, 
2018/2/22, 46, 30, 9, 7, 1, 4, 
2018/2/23, 53, 30, 10, 6, 1, 5, 
2018/2/24, 42, 27, 13, 6, 1, 4, 
2018/2/25, 53, 37, 15, 6, , 4, 
2018/2/26, 60, 36, 13, 5, 1, 3, 
2018/2/27, 59, 33, 20, 7, 2, 4, 
2018/2/28, 57, 33, 14, 6, 3, 4, 
2018/3/1, 47, 28, 13, 8, 2, 5, 
2018/3/2, 52, 33, 14, 7, 2, 4, 
2018/3/3, 50, 31, 20, 8, 3, 5, 
2018/3/4, 50, 27, 16, 3, 3, 4, 
2018/3/5, 42, 30, 16, 8, 2, 4, 
2018/3/6, 56, 28, 8, 6, 4, 4, 
2018/3/7, 37, 23, 8, 4, 3, 5, 
2018/3/8, 43, 29, 14, 4, 2, 4, 
2018/3/9, 49, 31, 14, 3, 2, 4, 
2018/3/10, 50, 39, 21, 4, 2, 4, 
2018/3/11, 60, 39, 17, 5, 1, 5, 
2018/3/12, 61, 39, 19, 5, 1, , 
2018/3/13, 55, 38, 21, 5, 1, 4, 
2018/3/14, 57, 35, 24, 7, 2, 3, 
2018/3/15, 57, 35, 20, 6, 4, 4, 
2018/3/16, 55, 32, 22, 4, 2, 3, 
2018/3/17, 51, 29, 21, 5, 2, , 
2018/3/18, 39, 27, 19, 7, 2, 4, 
2018/3/19, 48, 31, 18, 8, 3, 4, 
2018/3/20, 51, 39, 24, 11, 4, 5, 
2018/3/21, 72, 33, 21, 6, 3, 4, 
2018/3/22, 44, 28, 17, 8, 2, , 
2018/3/23, 40, 28, 18, 6, 2, 4, 
2018/3/24, 55, 31, 18, 9, 2, 3, 
2018/3/25, 54, 22, 13, 11, 3, 4, 
2018/3/26, 47, 23, 5, 9, 3, 6, 
2018/3/27, 41, 29, 28, 17, 5, 7, 
2018/3/28, 71, 39, 6, 15, 7, 7, 
2018/3/29, 63, , , , , , 
2017/10/1, 60, 25, 12, 9, 10, 5, 
2017/10/2, 54, 28, 6, 17, 13, 6, 
2017/10/3, 80, 27, 6, 11, 11, 4, 
2017/10/4, 37, 20, 16, 10, 11, 5, 
2017/10/5, 45, 20, 11, 11, 7, 4, 
2017/10/6, 49, 28, 31, 15, 7, 6, 
2017/10/7, 72, 28, 16, 15, 8, 5, 
2017/10/8, 64, 28, 10, 12, 11, 5, 
2017/10/9, 58, 19, 10, 7, 16, 4, 
2017/10/10, 37, 18, 15, 9, 10, 4, 
2017/10/11, 39, 20, 3, 9, 20, 4, 
2017/10/12, 44, 19, 6, 9, 19, , 
2017/10/13, 39, 19, 2, 9, 5, 4, 
2017/10/14, 45, 31, 3, 5, 2, 6, 
2017/10/15, 77, 25, 4, 8, 3, 4, 
2017/10/16, 58, 26, 11, 11, 6, 3, 
2017/10/17, 57, 26, 20, 5, 14, 4, 
2017/10/18, 53, 29, 17, 9, 9, 4, 
2017/10/19, 74, 38, 12, 14, 13, 5, 
2017/10/20, 99, 36, 16, 11, 13, 4, 
2017/10/21, 76, 39, 10, 6, 6, 5, 
2017/10/22, 81, 31, 7, 11, 7, 6, 
2017/10/23, 70, 39, 12, 19, 6, 6, 
2017/10/24, 95, 46, 37, 18, 7, 6, 
2017/10/25, 96, 34, 22, 18, 7, 5, 
2017/10/26, 73, 40, 13, 19, 10, 7, 
2017/10/27, 85, 28, 25, 10, 8, 6, 
2017/10/28, 60, 23, 18, 12, 5, 6, 
2017/10/29, 51, 19, 12, 10, 3, 6, 
2017/10/30, 38, 18, 14, 10, 5, 7, 
2017/10/31, 44, 31, 22, 15, 3, 7, 
2017/11/1, 76, 27, 12, 14, 8, 5, 
2017/11/2, 56, 27, 11, 12, 16, 4, 
2017/11/3, 51, 23, 20, 11, 12, 5, 
2017/11/4, 58, 23, 17, 7, 9, 5, 
2017/11/5, 37, 20, 12, 14, 7, 5, 
2017/11/6, 52, 29, 9, 15, 8, 6, 
2017/11/7, 60, 31, 16, 8, 6, 6, 
2017/11/8, 41, 19, 26, 8, 4, 5, 
2017/11/9, 47, 19, 11, 12, 2, 6, 
2017/11/10, 36, 20, 8, 16, 7, 7, 
2017/11/11, 55, 25, 10, 11, 13, 7, 
2017/11/12, 43, 19, 18, 13, 11, 5, 
2017/11/13, 47, 26, 5, 10, 10, 5, 
2017/11/14, 36, 18, 11, 11, 5, 5, 
2017/11/15, 47, 32, 19, 17, 7, 6, 
2017/11/16, 85, 25, 9, 10, 4, 5, 
2017/11/17, 52, 23, 25, 10, 9, 5, 
